ID,title,release_year,genres,rating
54,logan s run,1976,"['Action', 'Adventure', 'Sci-Fi']",6.8
55,marathon man,1976,"['Crime', 'Drama', 'Thriller']",7.4
56,network,1976,['Drama'],8.1
57,the omen,1976,"['Horror', 'Mystery']",7.5
58,the outlaw josey wales,1976,['Western'],7.8
59,rocky,1976,"['Drama', 'Sport']",8.1
60,taxi driver,1976,"['Crime', 'Drama']",8.2
61,annie hall,1977,"['Comedy', 'Romance']",8.0
62,a bridge too far,1977,"['Drama', 'History', 'War']",7.4
63,close encounters of the third kind,1977,"['Drama', 'Sci-Fi']",7.6
64,the rescuers,1977,"['Adventure', 'Animation', 'Comedy']",6.9
65,saturday night fever,1977,"['Drama', 'Music']",6.8
66,smokey and the bandit,1977,"['Action', 'Adventure', 'Comedy']",7.0
67,the spy who loved me,1977,"['Action', 'Adventure', 'Thriller']",7.0
68,star wars,1977,"['Action', 'Adventure', 'Fantasy']",8.6
69,dawn of the dead,1978,"['Horror', 'Thriller']",7.8
70,days of heaven,1978,"['Drama', 'Romance']",7.8
71,the deer hunter,1978,"['Drama', 'War']",8.1
72,grease,1978,"['Comedy', 'Musical', 'Romance']",7.2
73,halloween,1978,"['Horror', 'Thriller']",7.7
74,invasion of the body snatchers,1978,"['Horror', 'Sci-Fi']",7.4
75,jaws 2,1978,"['Adventure', 'Horror', 'Thriller']",5.8
76,midnight express,1978,"['Biography', 'Crime', 'Drama']",7.5
77,national lampoon s animal house,1978,['Comedy'],7.4
78,superman,1978,"['Action', 'Adventure', 'Sci-Fi']",7.4
79,alien,1979,"['Horror', 'Sci-Fi']",8.5
80,apocalypse now,1979,"['Drama', 'Mystery', 'War']",8.4
81,cannibal holocaust,1980,"['Adventure', 'Horror']",5.8
82,escape from alcatraz,1979,"['Action', 'Biography', 'Crime']",7.6
83,kramer vs,1979,['Drama'],7.8
84,life of brian,1979,['Comedy'],8.0
85,mad max,1979,"['Action', 'Adventure', 'Sci-Fi']",6.8
86,manhattan,1979,"['Comedy', 'Drama', 'Romance']",7.8
87,moonraker,1979,"['Action', 'Adventure', 'Sci-Fi']",6.2
88,rocky ii,1979,"['Drama', 'Sport']",7.3
89,star trek the motion picture,1979,"['Adventure', 'Mystery', 'Sci-Fi']",6.4
90,the warriors,1979,"['Action', 'Crime', 'Thriller']",7.5
91,airplane,1980,['Comedy'],7.7
92,the blue lagoon,1980,"['Adventure', 'Drama', 'Romance']",5.8
93,the blues brothers,1980,"['Action', 'Adventure', 'Comedy']",7.9
94,caddyshack,1980,"['Comedy', 'Sport']",7.2
95,the elephant man,1980,"['Biography', 'Drama']",8.2
96,star wars episode v the empire strikes back,1980,"['Action', 'Adventure', 'Fantasy']",8.7
97,flash gordon,1980,"['Action', 'Adventure', 'Sci-Fi']",6.5
98,the fog,1980,"['Horror', 'Thriller']",6.8
99,friday the 13th,1980,"['Horror', 'Mystery', 'Thriller']",6.4
100,the gods must be crazy,1980,"['Adventure', 'Comedy']",7.3
101,ordinary people,1980,['Drama'],7.7
102,raging bull,1980,"['Biography', 'Drama', 'Sport']",8.1
103,the shining,1980,"['Drama', 'Horror']",8.4
104,superman ii,1980,"['Action', 'Adventure', 'Sci-Fi']",6.8
105,time bandits,1981,"['Adventure', 'Comedy', 'Fantasy']",6.9
106,an american werewolf in london,1981,"['Comedy', 'Horror']",7.5
107,blow out,1981,"['Crime', 'Drama', 'Mystery']",7.4
108,chariots of fire,1981,"['Biography', 'Drama', 'Sport']",7.1
109,conan the barbarian,1982,"['Action', 'Adventure', 'Fantasy']",6.9
110,escape from new york,1981,"['Action', 'Adventure', 'Sci-Fi']",7.1
111,excalibur,1981,"['Adventure', 'Drama', 'Fantasy']",7.3
112,for your eyes only,1981,"['Action', 'Adventure', 'Thriller']",6.7
113,the fox and hound,1981,"['Adventure', 'Animation', 'Drama']",7.2
114,friday the 13th part 2,1981,"['Horror', 'Mystery', 'Thriller']",6.1
115,halloween ii,1981,['Horror'],6.5
116,history of the world part i,1981,"['Comedy', 'History', 'Musical']",6.8
117,mad max 2,1981,"['Action', 'Adventure', 'Sci-Fi']",7.6
118,raiders of the lost ark,1981,"['Action', 'Adventure']",8.4
119,stripes,1981,"['Comedy', 'War']",6.8
120,48 hrs,1982,"['Action', 'Comedy', 'Crime']",6.9
121,airplane ii the sequel,1982,"['Comedy', 'Sci-Fi']",6.1
122,blade runner,1982,"['Action', 'Drama', 'Sci-Fi']",8.1
123,creepshow,1982,"['Comedy', 'Fantasy', 'Horror']",6.8
124,the dark crystal,1982,"['Adventure', 'Family', 'Fantasy']",7.1
125,e t the extra terrestrial,1982,"['Adventure', 'Family', 'Sci-Fi']",7.9
126,the evil dead,1981,['Horror'],7.4
127,fanny och alexander,1982,['Drama'],8.1
128,fast times at ridgemont high,1982,"['Comedy', 'Drama']",7.1
129,first blood,1982,"['Action', 'Adventure', 'Thriller']",7.7
130,friday the 13th part iii,1982,"['Horror', 'Thriller']",5.6
131,gandhi,1982,"['Biography', 'Drama', 'History']",8.0
132,an officer and a gentleman,1982,"['Drama', 'Romance']",7.0
133,poltergeist,1982,"['Horror', 'Thriller']",7.3
134,rocky iii,1982,"['Drama', 'Sport']",6.8
135,sophie s choice,1982,"['Drama', 'Romance']",7.5
136,star trek ii the wrath of khan,1982,"['Action', 'Adventure', 'Sci-Fi']",7.7
137,the thing,1982,"['Horror', 'Mystery', 'Sci-Fi']",8.2
138,tootsie,1982,"['Comedy', 'Drama', 'Romance']",7.4
139,tron,1982,"['Action', 'Adventure', 'Sci-Fi']",6.7
140,christine,1983,"['Horror', 'Thriller']",6.7
141,a christmas story,1983,"['Comedy', 'Family']",7.9
142,the dead zone,1983,"['Drama', 'Horror', 'Sci-Fi']",7.2
143,flashdance,1983,"['Drama', 'Music', 'Romance']",6.2
144,halloween iii season of the witch,1982,"['Horror', 'Mystery', 'Sci-Fi']",5.1
145,the king of comedy,1982,"['Comedy', 'Crime', 'Drama']",7.8
146,the meaning of life,1983,"['Comedy', 'Musical']",7.5
147,national lampoon s vacation,1983,"['Adventure', 'Comedy']",7.3
148,never say again,1983,"['Action', 'Adventure', 'Thriller']",6.1
149,octopussy,1983,"['Action', 'Adventure', 'Thriller']",6.5
150,the outsiders,1983,"['Crime', 'Drama']",7.0
151,star wars episode vi return of the jedi,1983,"['Action', 'Adventure', 'Fantasy']",8.3
152,the right stuff,1983,"['Adventure', 'Biography', 'Drama']",7.8
153,risky business,1983,"['Comedy', 'Crime', 'Drama']",6.8
154,scarface,1983,"['Crime', 'Drama']",8.3
155,superman iii,1983,"['Action', 'Adventure', 'Comedy']",5.0
156,terms of endearment,1983,"['Comedy', 'Drama']",7.4
157,trading places,1983,['Comedy'],7.5
158,videodrome,1983,"['Horror', 'Sci-Fi', 'Thriller']",7.2
159,wargames,1983,"['Action', 'Drama', 'Sci-Fi']",7.1
160,2010 the year we make contact,1984,"['Adventure', 'Mystery', 'Sci-Fi']",6.7
161,amadeus,1984,"['Biography', 'Drama', 'Music']",8.4
162,beverly hills cop,1984,"['Action', 'Comedy', 'Crime']",7.4
163,blood simple,1984,"['Crime', 'Drama', 'Thriller']",7.6
164,children of the corn,1984,"['Horror', 'Thriller']",5.6
165,conan the destroyer,1984,"['Action', 'Adventure', 'Fantasy']",5.9
166,dune,1984,"['Action', 'Adventure', 'Sci-Fi']",6.3
167,footloose,1984,"['Drama', 'Music', 'Romance']",6.6
168,friday the 13th final chapter,1984,"['Horror', 'Thriller']",6.0
169,ghostbusters,1984,"['Action', 'Comedy', 'Fantasy']",7.8
170,gremlins,1984,"['Comedy', 'Fantasy', 'Horror']",7.3
171,indiana jones and the temple of doom,1984,"['Action', 'Adventure']",7.5
172,the karate kid,1984,"['Action', 'Drama', 'Family']",7.3
173,kaze no tani naushika,1984,"['Adventure', 'Animation', 'Sci-Fi']",8.0
174,the killing fields,1984,"['Biography', 'Drama', 'History']",7.8
175,the natural,1984,"['Drama', 'Sport']",7.4
176,a nightmare on elm street,1984,['Horror'],7.4
177,once upon a time in america,1984,"['Crime', 'Drama']",8.3
178,police academy,1984,['Comedy'],6.7
179,red dawn,1984,"['Action', 'Drama', 'Thriller']",6.3
180,revenge of the nerds,1984,['Comedy'],6.6
181,romancing the stone,1984,"['Action', 'Adventure', 'Comedy']",6.9
182,sixteen candles,1984,"['Comedy', 'Romance']",7.0
183,splash,1984,"['Comedy', 'Fantasy', 'Romance']",6.3
184,star trek iii the search for spock,1984,"['Action', 'Adventure', 'Sci-Fi']",6.6
185,starman,1984,"['Romance', 'Sci-Fi']",7.0
186,the terminator,1984,"['Action', 'Sci-Fi']",8.1
187,this is spinal tap,1984,"['Comedy', 'Music']",7.9
188,top secret,1984,"['Comedy', 'Crime', 'Music']",7.2
189,the neverending story,1984,"['Adventure', 'Drama', 'Family']",7.3
190,after hours,1985,"['Comedy', 'Crime', 'Drama']",7.6
191,back to the future,1985,"['Adventure', 'Comedy', 'Sci-Fi']",8.5
192,brazil,1985,"['Drama', 'Sci-Fi', 'Thriller']",7.9
193,the breakfast club,1985,"['Comedy', 'Drama']",7.8
194,clue,1985,"['Comedy', 'Crime', 'Mystery']",7.2
195,cocoon,1985,"['Comedy', 'Drama', 'Sci-Fi']",6.7
196,the color purple,1985,['Drama'],7.7
197,commando,1985,"['Action', 'Adventure', 'Thriller']",6.7
198,day of the dead,1985,"['Horror', 'Thriller']",7.1
199,enemy mine,1985,"['Action', 'Adventure', 'Drama']",6.8
200,fletch,1985,"['Comedy', 'Crime', 'Mystery']",6.9
201,fright night,1985,['Horror'],7.1
202,the goonies,1985,"['Adventure', 'Comedy', 'Family']",7.7
203,the jewel of nile,1985,"['Action', 'Adventure', 'Comedy']",6.1
204,legend,1985,"['Adventure', 'Fantasy', 'Romance']",6.3
205,mad max beyond thunderdome,1985,"['Action', 'Adventure', 'Sci-Fi']",6.2
206,national lampoon s european vacation,1985,"['Adventure', 'Comedy']",6.2
207,a nightmare on elm street part 2 freddy s revenge,1985,['Horror'],5.4
208,out of africa,1985,"['Biography', 'Drama', 'Romance']",7.1
209,pale rider,1985,"['Drama', 'Western']",7.3
210,pee wee s big adventure,1985,"['Adventure', 'Comedy', 'Family']",7.0
211,police academy 2 their first assignment,1985,['Comedy'],5.7
212,the purple rose of cairo,1985,"['Comedy', 'Fantasy', 'Romance']",7.7
213,rambo first blood part ii,1985,"['Action', 'Adventure', 'Thriller']",6.5
214,ran,1985,"['Action', 'Drama', 'War']",8.2
215,re animator,1985,"['Comedy', 'Horror', 'Sci-Fi']",7.2
216,the return of living dead,1985,"['Comedy', 'Horror', 'Sci-Fi']",7.3
217,rocky iv,1985,"['Drama', 'Sport']",6.9
218,spies like us,1985,"['Adventure', 'Comedy']",6.4
219,a view to kill,1985,"['Action', 'Adventure', 'Thriller']",6.3
220,weird science,1985,"['Comedy', 'Romance', 'Sci-Fi']",6.6
221,witness,1985,"['Drama', 'Romance', 'Thriller']",7.4
222,crocodile dundee,1986,"['Action', 'Adventure', 'Comedy']",6.6
223,aliens,1986,"['Action', 'Adventure', 'Sci-Fi']",8.4
224,big trouble in little china,1986,"['Action', 'Adventure', 'Comedy']",7.2
225,blue velvet,1986,"['Crime', 'Drama', 'Mystery']",7.7
226,cobra,1986,"['Action', 'Crime', 'Thriller']",5.8
227,the color of money,1986,"['Drama', 'Sport']",7.0
228,down by law,1986,"['Comedy', 'Crime', 'Drama']",7.7
229,ferris bueller s day off,1986,['Comedy'],7.8
230,flight of the navigator,1986,"['Adventure', 'Comedy', 'Family']",6.9
231,the fly,1986,"['Drama', 'Horror', 'Sci-Fi']",7.6
232,jason lives friday the 13th part vi,1986,"['Horror', 'Thriller']",6.0
233,the golden child,1986,"['Action', 'Adventure', 'Comedy']",5.9
234,the great mouse detective,1986,"['Adventure', 'Animation', 'Family']",7.1
235,hannah and her sisters,1986,"['Comedy', 'Drama']",7.8
236,highlander,1986,"['Action', 'Adventure', 'Fantasy']",7.0
237,the hitcher,1986,"['Action', 'Mystery', 'Thriller']",7.2
238,labyrinth,1986,"['Adventure', 'Family', 'Fantasy']",7.3
239,little shop of horrors,1986,"['Comedy', 'Horror', 'Musical']",7.1
240,manhunter,1986,"['Crime', 'Mystery', 'Thriller']",7.2
241,the mission,1986,"['Adventure', 'Drama', 'History']",7.4
242,the money pit,1986,['Comedy'],6.4
243,platoon,1986,"['Drama', 'War']",8.1
244,pretty in pink,1986,"['Comedy', 'Drama', 'Romance']",6.7
245,short circuit,1986,"['Comedy', 'Family', 'Sci-Fi']",6.6
246,stand by me,1986,"['Adventure', 'Comedy', 'Drama']",8.1
247,star trek iv the voyage home,1986,"['Action', 'Adventure', 'Comedy']",7.3
248,tenku no shiro rapyuta,1986,"['Adventure', 'Animation', 'Family']",8.0
249,three amigos,1986,"['Comedy', 'Western']",6.5
250,top gun,1986,"['Action', 'Drama']",6.9
251,crocodile dundee ii,1988,"['Action', 'Adventure', 'Comedy']",5.7
252,angel heart,1987,"['Horror', 'Mystery', 'Thriller']",7.2
253,beverly hills cop ii,1987,"['Action', 'Comedy', 'Crime']",6.5
254,bloodsport,1988,"['Action', 'Biography', 'Drama']",6.8
255,dirty dancing,1987,"['Drama', 'Music', 'Romance']",7.0
256,empire of the sun,1987,"['Drama', 'War']",7.7
257,evil dead ii,1987,"['Comedy', 'Horror']",7.7
258,fatal attraction,1987,"['Drama', 'Thriller']",6.9
259,full metal jacket,1987,"['Drama', 'War']",8.3
260,good morning vietnam,1987,"['Biography', 'Comedy', 'Drama']",7.3
261,innerspace,1987,"['Action', 'Adventure', 'Comedy']",6.8
262,lethal weapon,1987,"['Action', 'Crime', 'Thriller']",7.6
263,the living daylights,1987,"['Action', 'Adventure', 'Thriller']",6.7
264,the lost boys,1987,"['Comedy', 'Horror']",7.2
265,moonstruck,1987,"['Comedy', 'Drama', 'Romance']",7.1
266,a nightmare on elm street 3 dream warriors,1987,"['Fantasy', 'Horror']",6.6
267,over the top,1987,"['Action', 'Drama', 'Sport']",5.8
268,overboard,1987,"['Comedy', 'Romance']",6.9
269,planes trains automobiles,1987,"['Comedy', 'Drama']",7.6
270,predator,1987,"['Action', 'Adventure', 'Horror']",7.8
271,the princess bride,1987,"['Adventure', 'Comedy', 'Family']",8.0
272,raising arizona,1987,"['Comedy', 'Crime']",7.3
273,robocop,1987,"['Action', 'Crime', 'Sci-Fi']",7.6
274,the running man,1987,"['Action', 'Sci-Fi', 'Thriller']",6.7
275,spaceballs,1987,"['Adventure', 'Comedy', 'Sci-Fi']",7.1
276,superman iv the quest for peace,1987,"['Action', 'Adventure', 'Sci-Fi']",3.7
277,3 men and a baby,1987,"['Comedy', 'Drama', 'Family']",6.1
278,the untouchables,1987,"['Crime', 'Drama', 'Thriller']",7.8
279,wall street,1987,"['Crime', 'Drama']",7.3
280,the witches of eastwick,1987,"['Comedy', 'Fantasy', 'Horror']",6.5
281,beetlejuice,1988,"['Comedy', 'Fantasy']",7.5
282,big,1988,"['Comedy', 'Drama', 'Fantasy']",7.3
283,bull durham,1988,"['Comedy', 'Romance', 'Sport']",7.1
284,child s play,1988,"['Horror', 'Thriller']",6.7
285,cocktail,1988,"['Comedy', 'Drama', 'Romance']",5.9
286,coming to america,1988,"['Comedy', 'Romance']",7.1
287,dangerous liaisons,1988,"['Drama', 'Romance']",7.6
288,dead ringers,1988,"['Drama', 'Horror', 'Thriller']",7.2
289,die hard,1988,"['Action', 'Thriller']",8.2
290,a fish called wanda,1988,"['Comedy', 'Crime']",7.5
291,frantic,1988,"['Crime', 'Drama', 'Mystery']",6.9
292,the great outdoors,1988,['Comedy'],6.6
293,halloween 4 the return of michael myers,1988,"['Horror', 'Thriller']",5.8
294,hotaru no haka,1988,"['Animation', 'Drama', 'War']",8.5
295,the land before time,1988,"['Adventure', 'Animation', 'Drama']",7.4
296,the last temptation of christ,1988,['Drama'],7.5
297,midnight run,1988,"['Action', 'Comedy', 'Crime']",7.5
298,mississippi burning,1988,"['Crime', 'Drama', 'Mystery']",7.8
299,the naked gun from files of police squad,1988,"['Comedy', 'Crime']",7.6
300,a nightmare on elm street 4 the dream master,1988,['Horror'],5.6
301,nuovo cinema paradiso,1988,"['Drama', 'Romance']",8.5
302,oliver company,1988,"['Adventure', 'Animation', 'Comedy']",6.6
303,rain man,1988,['Drama'],8.0
304,rambo iii,1988,"['Action', 'Adventure', 'Thriller']",5.8
305,red heat,1988,"['Action', 'Comedy', 'Crime']",6.1
306,scrooged,1988,"['Comedy', 'Drama', 'Fantasy']",6.9
307,they live,1988,"['Action', 'Horror', 'Sci-Fi']",7.2
308,tonari no totoro,1988,"['Animation', 'Comedy', 'Family']",8.1
309,twins,1988,"['Comedy', 'Crime']",6.1
310,who framed roger rabbit,1988,"['Adventure', 'Comedy', 'Crime']",7.7
311,willow,1988,"['Action', 'Adventure', 'Drama']",7.2
312,working girl,1988,"['Comedy', 'Drama', 'Romance']",6.8
313,young guns,1988,"['Action', 'Drama', 'Western']",6.8
314,the burbs,1989,"['Comedy', 'Mystery', 'Thriller']",6.8
315,the abyss,1989,"['Adventure', 'Drama', 'Mystery']",7.5
316,the adventures of baron munchausen,1988,"['Adventure', 'Comedy', 'Fantasy']",7.1
317,back to the future part ii,1989,"['Adventure', 'Comedy', 'Sci-Fi']",7.8
318,batman,1989,"['Action', 'Adventure']",7.5
319,bill ted s excellent adventure,1989,"['Adventure', 'Comedy', 'Music']",6.9
320,black rain,1989,"['Action', 'Crime', 'Drama']",6.6
321,born on the fourth of july,1989,"['Biography', 'Drama', 'War']",7.2
322,crimes and misdemeanors,1989,"['Comedy', 'Drama']",7.8
323,dead poets society,1989,"['Comedy', 'Drama']",8.1
324,do the right thing,1989,"['Comedy', 'Drama']",8.0
325,driving miss daisy,1989,"['Comedy', 'Drama', 'Romance']",7.3
326,field of dreams,1989,"['Drama', 'Family', 'Fantasy']",7.5
327,ghostbusters ii,1989,"['Action', 'Comedy', 'Fantasy']",6.6
328,glory,1989,"['Biography', 'Drama', 'History']",7.8
329,heathers,1988,"['Comedy', 'Crime']",7.2
330,honey i shrunk the kids,1989,"['Adventure', 'Comedy', 'Family']",6.4
331,indiana jones and the last crusade,1989,"['Action', 'Adventure']",8.2
332,kickboxer,1989,"['Action', 'Sport', 'Thriller']",6.4
333,lethal weapon 2,1989,"['Action', 'Crime', 'Thriller']",7.3
334,licence to kill,1989,"['Action', 'Adventure', 'Thriller']",6.6
335,the little mermaid,1989,"['Adventure', 'Animation', 'Family']",7.6
336,look who s talking,1989,['Comedy'],5.9
337,national lampoon s christmas vacation,1989,['Comedy'],7.5
338,parenthood,1989,"['Comedy', 'Drama']",7.1
339,pet sematary,1989,"['Fantasy', 'Horror', 'Thriller']",6.5
340,road house,1989,"['Action', 'Thriller']",6.7
341,see no evil hear,1989,"['Comedy', 'Crime']",6.8
342,star trek v the final frontier,1989,"['Action', 'Adventure', 'Fantasy']",5.5
343,steel magnolias,1989,"['Comedy', 'Drama', 'Romance']",7.3
344,tango cash,1989,"['Action', 'Comedy', 'Crime']",6.4
345,turner hooch,1989,"['Comedy', 'Crime', 'Drama']",6.2
346,uncle buck,1989,['Comedy'],7.1
347,the war of roses,1989,"['Comedy', 'Romance']",6.8
348,when harry met sally,1989,"['Comedy', 'Drama', 'Romance']",7.7
349,sex lies and videotape,1989,['Drama'],7.2
350,arachnophobia,1990,"['Comedy', 'Horror', 'Thriller']",6.5
351,awakenings,1990,"['Biography', 'Drama']",7.8
352,back to the future part iii,1990,"['Adventure', 'Comedy', 'Sci-Fi']",7.4
353,child s play 2,1990,"['Horror', 'Thriller']",5.9
354,cry baby,1990,"['Comedy', 'Musical']",6.5
355,dances with wolves,1990,"['Adventure', 'Drama', 'Western']",8.0
356,darkman,1990,"['Action', 'Sci-Fi', 'Thriller']",6.4
357,days of thunder,1990,"['Action', 'Drama', 'Sport']",6.1
358,dick tracy,1990,"['Action', 'Comedy', 'Crime']",6.2
359,die hard 2,1990,"['Action', 'Thriller']",7.1
360,edward scissorhands,1990,"['Drama', 'Fantasy', 'Romance']",7.9
361,flatliners,1990,"['Drama', 'Horror', 'Sci-Fi']",6.5
362,ghost,1990,"['Drama', 'Fantasy', 'Romance']",7.1
363,the godfather part iii,1990,"['Crime', 'Drama']",7.6
364,goodfellas,1990,"['Biography', 'Crime', 'Drama']",8.7
365,gremlins 2 the new batch,1990,"['Comedy', 'Fantasy', 'Horror']",6.4
366,home alone,1990,"['Comedy', 'Family']",7.7
367,the hunt for red october,1990,"['Action', 'Adventure', 'Thriller']",7.5
368,jacob s ladder,1990,"['Drama', 'Horror', 'Mystery']",7.4
369,kindergarten cop,1990,"['Action', 'Comedy', 'Crime']",6.2
370,miller s crossing,1990,"['Crime', 'Drama', 'Thriller']",7.7
371,misery,1990,"['Drama', 'Thriller']",7.8
372,predator 2,1990,"['Action', 'Horror', 'Sci-Fi']",6.3
373,pretty woman,1990,"['Comedy', 'Romance']",7.1
374,robocop 2,1990,"['Action', 'Crime', 'Sci-Fi']",5.8
375,rocky v,1990,"['Drama', 'Sport']",5.3
376,teenage mutant ninja turtles,1990,"['Action', 'Adventure', 'Comedy']",6.8
377,total recall,1990,"['Action', 'Adventure', 'Sci-Fi']",7.5
378,tremors,1990,"['Comedy', 'Horror']",7.1
379,wild at heart,1990,"['Crime', 'Drama', 'Thriller']",7.2
380,the addams family,1991,"['Comedy', 'Fantasy']",6.9
381,backdraft,1991,"['Action', 'Drama', 'Mystery']",6.7
382,barton fink,1991,"['Comedy', 'Drama', 'Thriller']",7.6
383,beauty and the beast,1991,"['Animation', 'Family', 'Fantasy']",8.0
384,bill ted s bogus journey,1991,"['Adventure', 'Comedy', 'Fantasy']",6.3
385,boyz n the hood,1991,"['Crime', 'Drama']",7.8
386,cape fear,1991,"['Crime', 'Thriller']",7.3
387,city slickers,1991,"['Comedy', 'Western']",6.8
388,the doors,1991,"['Biography', 'Drama', 'Music']",7.2
389,father of the bride,1991,"['Comedy', 'Family', 'Romance']",6.5
390,the fisher king,1991,"['Comedy', 'Drama', 'Fantasy']",7.5
391,freddy s dead the final nightmare,1991,"['Fantasy', 'Horror']",4.7
392,fried green tomatoes,1991,['Drama'],7.7
393,hook,1991,"['Adventure', 'Comedy', 'Family']",6.8
394,hot shots,1991,"['Action', 'Comedy']",6.7
395,hudson hawk,1991,"['Action', 'Adventure', 'Comedy']",5.7
396,jfk,1991,"['Drama', 'History', 'Thriller']",8.0
397,the last boy scout,1991,"['Action', 'Comedy', 'Crime']",7.0
398,my girl,1991,"['Comedy', 'Drama', 'Family']",6.9
399,my own private idaho,1991,['Drama'],7.0
400,the naked gun 212 smell of fear,1991,"['Comedy', 'Crime']",6.9
401,naked lunch,1991,['Drama'],6.9
402,night on earth,1991,"['Comedy', 'Drama']",7.7
403,point break,1991,"['Action', 'Crime', 'Thriller']",7.3
404,robin hood prince of thieves,1991,"['Action', 'Adventure', 'Drama']",6.9
405,the rocketeer,1991,"['Action', 'Adventure', 'Family']",6.6
406,the silence of lambs,1991,"['Crime', 'Drama', 'Thriller']",8.6
407,sleeping with the enemy,1991,"['Drama', 'Thriller']",6.3
408,star trek vi the undiscovered country,1991,"['Action', 'Adventure', 'Sci-Fi']",7.2
409,teenage mutant ninja turtles ii the secret of ooze,1991,"['Action', 'Adventure', 'Comedy']",6.0
410,terminator 2 judgment day,1991,"['Action', 'Sci-Fi']",8.6
411,thelma louise,1991,"['Adventure', 'Crime', 'Drama']",7.6
412,what about bob,1991,['Comedy'],7.0
413,aladdin,1992,"['Adventure', 'Animation', 'Comedy']",8.0
414,alien3,1992,"['Action', 'Horror', 'Sci-Fi']",6.4
415,basic instinct,1992,"['Drama', 'Mystery', 'Thriller']",7.0
416,batman returns,1992,"['Action', 'Crime', 'Fantasy']",7.1
417,the bodyguard,1992,"['Action', 'Drama', 'Music']",6.3
418,braindead,1992,"['Comedy', 'Fantasy', 'Horror']",7.5
419,bram stoker s dracula,1992,"['Drama', 'Fantasy', 'Horror']",7.4
420,candyman,1992,"['Horror', 'Thriller']",6.7
421,chaplin,1992,"['Biography', 'Comedy', 'Drama']",7.5
422,death becomes her,1992,"['Comedy', 'Fantasy', 'Horror']",6.6
423,far and away,1992,"['Adventure', 'Drama', 'Romance']",6.6
