ID,title,release_year,genres,rating
114,down periscope,1996,['Comedy'],3.0
115,man of the year,1995,['Documentary'],3.0
116,up close and personal,1996,"['Drama', 'Romance']",3.5
117,birdcage,1996,['Comedy'],3.5
118,brothers mcmullen,1995,['Comedy'],3.3
119,bad boys,1995,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",3.2
120,amazing panda adventure,1995,"['Adventure', 'Children']",3.3
121,basketball diaries,1995,['Drama'],3.5
122,awfully big adventure an,1995,['Drama'],5.0
123,amateur,1994,"['Crime', 'Drama', 'Thriller']",2.0
124,apollo 13,1995,"['Adventure', 'Drama', 'IMAX']",3.8
125,rob roy,1995,"['Action', 'Drama', 'Romance', 'War']",3.5
126,addiction,1995,"['Drama', 'Horror']",1.5
127,batman forever,1995,"['Action', 'Adventure', 'Comedy', 'Crime']",2.9
128,beauty of the day,1967,['Drama'],3.9
129,beyond rangoon,1995,"['Adventure', 'Drama', 'War']",2.4
130,blue in the face,1995,"['Comedy', 'Drama']",3.3
131,canadian bacon,1995,"['Comedy', 'War']",2.9
132,casper,1995,"['Adventure', 'Children']",2.8
133,clockers,1995,"['Crime', 'Drama', 'Mystery']",2.9
134,congo,1995,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",2.9
135,crimson tide,1995,"['Drama', 'Thriller', 'War']",3.6
136,crumb,1994,['Documentary'],4.2
137,desperado,1995,"['Action', 'Romance', 'Western']",3.6
138,devil in a blue dress,1995,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",3.3
139,die hard with a vengeance,1995,"['Action', 'Crime', 'Thriller']",3.6
140,doom generation,1995,"['Comedy', 'Crime', 'Drama']",2.8
141,first knight,1995,"['Action', 'Drama', 'Romance']",3.1
142,free willy 2 the adventure home,1995,"['Adventure', 'Children', 'Drama']",2.4
143,hackers,1995,"['Action', 'Adventure', 'Crime', 'Thriller']",3.2
144,jeffrey,1995,"['Comedy', 'Drama']",3.8
145,johnny mnemonic,1995,"['Action', 'Sci-Fi', 'Thriller']",2.7
146,judge dredd,1995,"['Action', 'Crime', 'Sci-Fi']",2.7
147,jury duty,1995,['Comedy'],2.7
148,kids,1995,['Drama'],4.0
149,living in oblivion,1995,['Comedy'],4.3
150,lord of illusions,1995,['Horror'],2.8
151,love human remains,1993,"['Comedy', 'Drama']",1.0
152,mad love,1995,"['Drama', 'Romance']",1.5
153,mallrats,1995,"['Comedy', 'Romance']",3.4
154,mighty morphin power rangers the movie,1995,"['Action', 'Children']",2.3
155,mute witness,1994,"['Comedy', 'Horror', 'Thriller']",3.5
156,nadja,1994,['Drama'],3.5
157,net,1995,"['Action', 'Crime', 'Thriller']",3.0
158,nine months,1995,"['Comedy', 'Romance']",2.8
159,party girl,1995,['Comedy'],4.1
160,prophecy,1995,"['Fantasy', 'Horror', 'Mystery']",3.5
161,reckless,1995,"['Comedy', 'Fantasy']",3.0
162,safe,1995,['Thriller'],2.8
163,scarlet letter,1995,"['Drama', 'Romance']",2.4
164,showgirls,1995,['Drama'],2.5
165,smoke,1995,"['Comedy', 'Drama']",3.7
166,something to talk about,1995,"['Comedy', 'Drama', 'Romance']",3.1
167,species,1995,"['Horror', 'Sci-Fi']",2.7
168,strange days,1995,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",3.2
169,umbrellas of cherbourg,1964,"['Drama', 'Musical', 'Romance']",4.1
170,three wishes,1995,"['Drama', 'Fantasy']",3.0
171,total eclipse,1995,"['Drama', 'Romance']",3.0
172,to wong foo thanks for everything julie newmar,1995,['Comedy'],3.4
173,under siege 2 dark territory,1995,['Action'],2.7
174,unstrung heroes,1995,"['Comedy', 'Drama']",3.2
175,unzipped,1995,['Documentary'],3.0
176,walk in the clouds a,1995,"['Drama', 'Romance']",3.4
177,waterworld,1995,"['Action', 'Adventure', 'Sci-Fi']",2.9
178,white man s burden,1995,['Drama'],3.2
179,wild bill,1995,['Western'],3.0
180,browning version,1994,['Drama'],3.5
181,bushwhacked,1995,"['Adventure', 'Comedy', 'Crime', 'Mystery']",3.0
182,burnt by the sun,1994,['Drama'],3.8
183,before the rain,1994,"['Drama', 'War']",4.0
184,before sunrise,1995,"['Drama', 'Romance']",4.0
185,billy madison,1995,['Comedy'],3.3
186,babysitter,1995,"['Drama', 'Thriller']",2.3
187,boys on the side,1995,"['Comedy', 'Drama']",3.4
188,cure,1995,['Drama'],3.0
189,castle freak,1995,['Horror'],3.0
190,circle of friends,1995,"['Drama', 'Romance']",3.8
191,clerks,1994,['Comedy'],3.9
192,don juan demarco,1995,"['Comedy', 'Drama', 'Romance']",3.6
193,disclosure,1994,"['Drama', 'Thriller']",3.5
194,drop zone,1994,"['Action', 'Thriller']",2.9
195,destiny turns on the radio,1995,['Comedy'],2.3
196,death and the maiden,1994,"['Drama', 'Thriller']",3.4
197,dolores claiborne,1995,"['Drama', 'Thriller']",3.4
198,dumb dumber,1994,"['Adventure', 'Comedy']",3.1
199,eat drink man woman,1994,"['Comedy', 'Drama', 'Romance']",3.9
200,exotica,1994,['Drama'],3.5
201,exit to eden,1994,['Comedy'],2.6
202,ed wood,1994,"['Comedy', 'Drama']",3.7
203,french kiss,1995,"['Action', 'Comedy', 'Romance']",3.5
204,forget paris,1995,"['Comedy', 'Romance']",3.3
205,far from home the adventures of yellow dog,1995,"['Adventure', 'Children']",4.0
206,goofy movie a,1995,"['Animation', 'Children', 'Comedy', 'Romance']",3.0
207,hideaway,1995,['Thriller'],2.4
208,fluke,1995,"['Children', 'Drama']",4.0
209,farinelli il castrato,1994,"['Drama', 'Musical']",3.6
210,gordy,1995,"['Children', 'Comedy', 'Fantasy']",3.0
211,hoop dreams,1994,['Documentary'],4.3
212,heavenly creatures,1994,"['Crime', 'Drama']",3.9
213,houseguest,1994,['Comedy'],3.2
214,immortal beloved,1994,"['Drama', 'Romance']",3.7
215,heavyweights,1995,"['Children', 'Comedy']",2.5
216,hunted,1995,['Action'],3.0
217,i q,1994,"['Comedy', 'Romance']",3.5
218,interview with the vampire chronicles,1994,"['Drama', 'Horror']",3.5
219,jefferson in paris,1995,['Drama'],3.0
220,jerky boys,1995,['Comedy'],2.1
221,junior,1994,"['Comedy', 'Sci-Fi']",2.8
222,just cause,1995,"['Mystery', 'Thriller']",3.5
223,kid in king arthur s court a,1995,"['Adventure', 'Children', 'Comedy', 'Fantasy', 'Romance']",2.6
224,kiss of death,1995,"['Crime', 'Drama', 'Thriller']",3.2
225,star wars episode iv a new hope,1977,"['Action', 'Adventure', 'Sci-Fi']",4.2
226,little women,1994,['Drama'],3.9
227,little princess a,1995,"['Children', 'Drama']",3.9
228,ladybird,1994,['Drama'],4.0
229,like water for chocolate,1992,"['Drama', 'Fantasy', 'Romance']",3.9
230,legends of the fall,1994,"['Drama', 'Romance', 'War', 'Western']",3.4
231,major payne,1995,['Comedy'],2.9
232,my crazy life,1993,['Drama'],3.0
233,love affair,1994,"['Drama', 'Romance']",3.4
234,losing isaiah,1995,['Drama'],3.5
235,madness of king george,1994,"['Comedy', 'Drama']",3.8
236,mary shelley s frankenstein,1994,"['Drama', 'Horror', 'Sci-Fi']",2.9
237,man of the house,1995,['Comedy'],2.9
238,mixed nuts,1994,['Comedy'],2.0
239,milk money,1994,"['Comedy', 'Romance']",3.2
240,miracle on 34th street,1994,['Drama'],3.2
241,miami rhapsody,1995,['Comedy'],1.5
242,my family,1995,['Drama'],3.0
243,murder in the first,1995,"['Drama', 'Thriller']",4.1
244,nobody s fool,1994,"['Comedy', 'Drama', 'Romance']",3.8
245,nell,1994,['Drama'],3.3
246,new jersey drive,1995,"['Crime', 'Drama']",3.7
247,new york cop,1993,"['Action', 'Crime']",4.5
248,beyond bedlam,1993,"['Drama', 'Horror']",4.0
249,nina takes a lover,1994,"['Comedy', 'Romance']",3.0
250,natural born killers,1994,"['Action', 'Crime', 'Thriller']",3.2
251,only you,1994,"['Comedy', 'Romance']",3.6
252,once were warriors,1994,"['Crime', 'Drama']",4.0
253,poison ivy ii,1996,"['Drama', 'Thriller']",2.3
254,outbreak,1995,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",3.4
255,leon the professional a k,1994,"['Action', 'Crime', 'Drama', 'Thriller']",4.0
256,perez family,1995,"['Comedy', 'Romance']",3.0
257,pyromaniac s love story a,1995,"['Comedy', 'Romance']",3.0
258,pulp fiction,1994,"['Comedy', 'Crime', 'Drama', 'Thriller']",4.2
259,pushing hands,1992,['Drama'],2.0
260,priest,1994,['Drama'],4.0
261,quiz show,1994,['Drama'],3.5
262,picture bride,1994,"['Drama', 'Romance']",4.0
263,queen margot,1994,"['Drama', 'Romance']",3.2
264,quick and the dead,1995,"['Action', 'Thriller', 'Western']",3.0
265,roommates,1995,"['Comedy', 'Drama']",3.7
266,ready to wear,1994,['Comedy'],2.8
267,three colors red,1994,['Drama'],4.2
268,three colors blue,1993,['Drama'],3.9
269,three colors white,1994,"['Comedy', 'Drama']",4.0
270,rent a kid,1995,['Comedy'],3.0
271,relative fear,1994,"['Horror', 'Thriller']",3.0
272,stuart saves his family,1995,['Comedy'],1.4
273,swan princess,1994,"['Animation', 'Children']",3.3
274,secret of roan inish,1994,"['Children', 'Drama', 'Fantasy', 'Mystery']",3.8
275,specialist,1994,"['Action', 'Drama', 'Thriller']",3.1
276,stargate,1994,"['Action', 'Adventure', 'Sci-Fi']",3.4
277,santa clause,1994,"['Comedy', 'Drama', 'Fantasy']",3.2
278,shawshank redemption,1994,"['Crime', 'Drama']",4.4
279,shallow grave,1994,"['Comedy', 'Drama', 'Thriller']",3.6
280,suture,1993,"['Film-Noir', 'Thriller']",3.0
281,strawberry and chocolate,1993,['Drama'],4.0
282,swimming with sharks,1995,"['Comedy', 'Drama']",3.6
283,sum of us,1994,"['Comedy', 'Drama']",4.0
284,national lampoon s senior trip,1995,['Comedy'],2.5
285,to live,1994,['Drama'],4.0
286,tank girl,1995,"['Action', 'Comedy', 'Sci-Fi']",2.8
287,tales from the crypt presents demon knight,1995,"['Horror', 'Thriller']",3.2
288,star trek generations,1994,"['Adventure', 'Drama', 'Sci-Fi']",3.4
289,tales from the hood,1995,"['Action', 'Crime', 'Horror']",3.0
290,tom viv,1994,['Drama'],3.0
291,village of the damned,1995,"['Horror', 'Sci-Fi']",2.8
292,tommy boy,1995,['Comedy'],3.8
293,vanya on 42nd street,1994,['Drama'],4.2
294,underneath,1995,"['Mystery', 'Thriller']",3.5
295,walking dead,1995,"['Drama', 'War']",3.0
296,what s eating gilbert grape,1993,['Drama'],3.8
297,virtuosity,1995,"['Action', 'Sci-Fi', 'Thriller']",2.8
298,while you were sleeping,1995,"['Comedy', 'Romance']",3.5
299,war,1994,"['Adventure', 'Drama', 'War']",3.4
300,double happiness,1994,['Drama'],4.0
301,muriel s wedding,1994,['Comedy'],3.3
302,baby sitters club,1995,['Children'],2.9
303,ace ventura pet detective,1994,['Comedy'],3.0
304,adventures of priscilla queen the desert,1994,"['Comedy', 'Drama']",3.6
305,backbeat,1993,"['Drama', 'Musical']",3.5
306,bitter moon,1992,"['Drama', 'Film-Noir', 'Romance']",3.5
307,bullets over broadway,1994,['Comedy'],3.6
308,clear and present danger,1994,"['Action', 'Crime', 'Drama', 'Thriller']",3.6
309,client,1994,"['Drama', 'Mystery', 'Thriller']",3.4
310,corrina,1994,"['Comedy', 'Drama', 'Romance']",3.2
311,crooklyn,1994,"['Comedy', 'Drama']",2.5
312,crow,1994,"['Action', 'Crime', 'Fantasy', 'Thriller']",3.6
313,cobb,1994,['Drama'],3.3
314,flintstones,1994,"['Children', 'Comedy', 'Fantasy']",2.4
315,forrest gump,1994,"['Comedy', 'Drama', 'Romance', 'War']",4.2
316,four weddings and a funeral,1994,"['Comedy', 'Romance']",3.5
317,higher learning,1995,['Drama'],2.7
318,i like it that,1994,"['Comedy', 'Drama', 'Romance']",3.0
319,i love trouble,1994,"['Action', 'Comedy']",2.7
320,it could happen to you,1994,"['Comedy', 'Drama', 'Romance']",3.1
321,jungle book,1994,"['Adventure', 'Children', 'Romance']",3.5
322,wonderful horrible life of leni riefenstahl,1993,['Documentary'],4.0
323,lion king,1994,"['Adventure', 'Animation', 'Children', 'Drama', 'Musical', 'IMAX']",3.9
324,little buddha,1993,['Drama'],3.2
325,wes craven s new nightmare,1994,"['Drama', 'Horror', 'Mystery', 'Thriller']",2.9
326,mask,1994,"['Action', 'Comedy', 'Crime', 'Fantasy']",3.2
327,maverick,1994,"['Adventure', 'Comedy', 'Western']",3.5
328,mrs parker and the vicious circle,1994,['Drama'],4.0
329,naked gun 33 1 3 the final insult,1994,"['Action', 'Comedy']",3.1
330,paper,1994,"['Comedy', 'Drama']",3.3
331,reality bites,1994,"['Comedy', 'Drama', 'Romance']",2.8
332,red rock west,1992,['Thriller'],3.6
333,richie rich,1994,"['Children', 'Comedy']",2.2
334,river wild,1994,"['Action', 'Thriller']",3.2
335,speed,1994,"['Action', 'Romance', 'Thriller']",3.5
336,speechless,1994,"['Comedy', 'Romance']",2.8
337,timecop,1994,"['Action', 'Sci-Fi', 'Thriller']",2.5
338,true lies,1994,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller']",3.5
339,when a man loves woman,1994,"['Drama', 'Romance']",3.8
340,wolf,1994,"['Drama', 'Horror', 'Romance', 'Thriller']",3.2
341,wyatt earp,1994,['Western'],3.1
342,bad company,1995,"['Action', 'Crime', 'Drama']",3.2
343,man of no importance a,1994,['Drama'],4.0
344,s f w,1994,['Drama'],3.0
345,low down dirty shame a,1994,"['Action', 'Comedy']",2.4
346,boys life,1995,['Drama'],3.0
347,colonel chabert le,1994,"['Drama', 'Romance', 'War']",4.5
348,faster pussycat kill,1965,"['Action', 'Crime', 'Drama']",3.7
349,jason s lyric,1994,"['Crime', 'Drama']",4.5
350,street fighter,1994,"['Action', 'Adventure', 'Fantasy']",2.5
351,highlander iii the sorcerer,1994,"['Action', 'Fantasy']",2.4
352,federal hill,1994,['Drama'],3.0
353,in the mouth of madness,1995,"['Horror', 'Thriller']",3.4
354,8 seconds,1994,['Drama'],3.0
355,above the rim,1994,"['Crime', 'Drama']",2.0
356,addams family values,1993,"['Children', 'Comedy', 'Fantasy']",3.1
357,age of innocence,1993,['Drama'],3.5
358,airheads,1994,['Comedy'],2.8
359,air up there,1994,['Comedy'],2.3
360,another stakeout,1993,"['Comedy', 'Thriller']",2.5
361,bad girls,1994,['Western'],2.5
362,barcelona,1994,"['Comedy', 'Romance']",3.7
363,being human,1993,['Drama'],3.0
364,beverly hillbillies,1993,['Comedy'],2.7
365,beverly hills cop iii,1994,"['Action', 'Comedy', 'Crime', 'Thriller']",2.7
366,black beauty,1994,"['Adventure', 'Children', 'Drama']",3.2
367,blink,1994,['Thriller'],3.2
368,blown away,1994,"['Action', 'Thriller']",2.8
369,blue chips,1994,['Drama'],1.8
370,blue sky,1994,"['Drama', 'Romance']",3.8
371,body snatchers,1993,"['Horror', 'Sci-Fi', 'Thriller']",3.1
372,boxing helena,1993,"['Drama', 'Mystery', 'Romance', 'Thriller']",2.5
373,bronx tale a,1993,['Drama'],3.7
374,cabin boy,1994,['Comedy'],2.0
375,calendar girl,1993,"['Comedy', 'Drama']",3.8
376,carlito s way,1993,"['Crime', 'Drama']",3.7
377,city slickers ii the legend of curly s gold,1994,"['Adventure', 'Comedy', 'Western']",2.6
378,clean slate,1994,['Comedy'],2.8
379,cliffhanger,1993,"['Action', 'Adventure', 'Thriller']",3.0
380,coneheads,1993,"['Comedy', 'Sci-Fi']",2.4
381,color of night,1994,"['Drama', 'Thriller']",2.6
382,cops and robbersons,1994,['Comedy'],2.2
383,cowboy way,1994,"['Action', 'Comedy', 'Drama']",2.7
384,dave,1993,"['Comedy', 'Romance']",3.5
385,dazed and confused,1993,['Comedy'],3.9
386,demolition man,1993,"['Action', 'Adventure', 'Sci-Fi']",3.1
387,even cowgirls get the blues,1993,"['Comedy', 'Romance']",2.3
388,fatal instinct,1993,['Comedy'],3.0
389,farewell my concubine,1993,"['Drama', 'Romance']",3.8
390,fearless,1993,['Drama'],3.6
391,fear of a black hat,1994,['Comedy'],1.0
392,with honors,1994,"['Comedy', 'Drama']",3.0
393,flesh and bone,1993,"['Drama', 'Mystery', 'Romance']",4.0
394,widows peak,1994,['Drama'],3.0
395,for love or money,1993,"['Comedy', 'Romance']",2.8
396,firm,1993,"['Drama', 'Thriller']",3.5
397,free willy,1993,"['Adventure', 'Children', 'Drama']",2.4
398,fresh,1994,"['Crime', 'Drama', 'Thriller']",3.8
399,fugitive,1993,['Thriller'],4.0
400,geronimo an american legend,1993,"['Drama', 'Western']",2.8
401,getaway,1994,"['Action', 'Adventure', 'Crime', 'Drama', 'Romance', 'Thriller']",2.2
402,getting even with dad,1994,['Comedy'],2.7
403,go fish,1994,"['Drama', 'Romance']",2.8
404,hard target,1993,"['Action', 'Adventure', 'Crime', 'Thriller']",2.9
405,hot shots part deux,1993,"['Action', 'Comedy', 'War']",2.9
406,live nude girls,1995,['Comedy'],5.0
407,englishman who went up a hill but came down mountain,1995,"['Comedy', 'Romance']",3.2
408,house of the spirits,1993,"['Drama', 'Romance']",3.4
409,house party 3,1994,['Comedy'],1.0
410,hudsucker proxy,1994,['Comedy'],3.6
411,i ll do anything,1994,"['Comedy', 'Drama']",2.6
412,in the army now,1994,"['Comedy', 'War']",1.9
413,in the line of fire,1993,"['Action', 'Thriller']",3.7
414,in the name of father,1993,['Drama'],4.3
415,inkwell,1994,"['Comedy', 'Drama']",1.0
416,what s love got to do with it,1993,"['Drama', 'Musical']",3.4
417,jimmy hollywood,1994,"['Comedy', 'Crime', 'Drama']",2.5
418,judgment night,1993,"['Action', 'Crime', 'Thriller']",2.2
419,jurassic park,1993,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",3.8
420,kalifornia,1993,"['Drama', 'Thriller']",3.2
421,killing zoe,1994,"['Crime', 'Drama', 'Thriller']",3.6
422,lassie,1994,"['Adventure', 'Children']",3.0
423,last action hero,1993,"['Action', 'Adventure', 'Comedy', 'Fantasy']",2.9
424,life with mikey,1993,['Comedy'],3.0
425,lightning jack,1994,"['Comedy', 'Western']",2.5
426,m butterfly,1993,"['Drama', 'Romance']",3.0
427,made in america,1993,['Comedy'],2.9
428,malice,1993,['Thriller'],3.0
429,man without a face,1993,['Drama'],3.3
430,manhattan murder mystery,1993,"['Comedy', 'Mystery']",3.8
431,menace ii society,1993,"['Action', 'Crime', 'Drama']",3.7
432,executive decision,1996,"['Action', 'Adventure', 'Thriller']",3.4
433,in the realm of senses,1976,['Drama'],5.0
434,what happened was,1994,"['Comedy', 'Drama', 'Romance', 'Thriller']",5.0
435,much ado about nothing,1993,"['Comedy', 'Romance']",3.8
436,mr wonderful,1993,"['Comedy', 'Romance']",2.5
437,mrs doubtfire,1993,"['Comedy', 'Drama']",3.4
438,naked,1993,['Drama'],3.7
439,next karate kid,1994,"['Action', 'Children', 'Romance']",2.4
440,no escape,1994,"['Action', 'Drama', 'Sci-Fi']",3.0
441,north,1994,['Comedy'],2.2
442,orlando,1992,"['Drama', 'Fantasy', 'Romance']",4.5
443,perfect world a,1993,"['Crime', 'Drama', 'Thriller']",3.4
444,philadelphia,1993,['Drama'],3.6
445,piano,1993,"['Drama', 'Romance']",3.5
446,poetic justice,1993,['Drama'],3.0
447,program,1993,"['Action', 'Drama']",3.0
448,puppet masters,1994,"['Horror', 'Sci-Fi']",3.0
449,radioland murders,1994,"['Comedy', 'Mystery', 'Romance']",3.4
450,ref,1994,['Comedy'],3.4
451,remains of the day,1993,"['Drama', 'Romance']",3.6
452,renaissance man,1994,"['Comedy', 'Drama']",3.1
453,rising sun,1993,"['Action', 'Drama', 'Mystery']",3.3
454,road to wellville,1994,['Comedy'],2.4
455,robocop 3,1993,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",2.4
456,robin hood men in tights,1993,['Comedy'],3.1
457,romeo is bleeding,1993,"['Crime', 'Thriller']",3.2
458,romper stomper,1992,"['Action', 'Drama']",3.3
459,ruby in paradise,1993,['Drama'],3.5
460,rudy,1993,['Drama'],3.5
461,savage nights,1992,['Drama'],4.0
462,schindler s list,1993,"['Drama', 'War']",4.2
463,scout,1994,"['Comedy', 'Drama']",2.3
464,searching for bobby fischer,1993,['Drama'],3.9
465,secret garden,1993,"['Children', 'Drama']",3.2
466,serial mom,1994,"['Comedy', 'Crime', 'Horror']",3.0
467,shadow,1994,"['Action', 'Adventure', 'Fantasy', 'Mystery']",2.9
468,shadowlands,1993,"['Drama', 'Romance']",3.6
469,short cuts,1993,['Drama'],3.3
470,simple twist of fate a,1994,['Drama'],3.3
471,sirens,1994,['Drama'],3.2
472,six degrees of separation,1993,['Drama'],3.6
473,sleepless in seattle,1993,"['Comedy', 'Drama', 'Romance']",3.5
474,sliver,1993,['Thriller'],2.7
475,blade runner,1982,"['Action', 'Sci-Fi', 'Thriller']",4.1
